timestamp,total_decisions,blocked_count,allowed_count,avg_decision_delay
1789652422.6000981,1110,0,1110,0.021
1789652422.6061552,1120,0,1120,0.021
1789652422.6153524,1130,0,1130,0.021
1789652422.6237526,1140,0,1140,0.021
1789652422.6386123,1150,0,1150,0.02
1789652422.6508653,1160,0,1160,0.02
1789652422.6657038,1170,0,1170,0.02
1789652422.6810353,1180,0,1180,0.02
1789652422.6962805,1190,0,1190,0.02
1789652422.7112882,1200,0,1200,0.02
1789652422.7282906,1210,0,1210,0.019
1789652422.7452548,1220,0,1220,0.019
1789652422.7651305,1230,0,1230,0.019
1789652422.7880957,1240,0,1240,0.019
1789652422.8005779,1250,0,1250,0.019
1789652422.819142,1260,0,1260,0.019
1789652422.8317006,1270,0,1270,0.019
1789652422.8408542,1280,0,1280,0.018
1789652422.854427,1290,0,1290,0.018
1789652422.864792,1300,0,1300,0.018
1789652422.8787847,1310,0,1310,0.018
1789652422.88643,1320,0,1320,0.018
1789652422.8956616,1330,0,1330,0.018
1789652422.906911,1340,0,1340,0.018
1789652422.91615,1350,0,1350,0.018
1789652422.9265406,1360,0,1360,0.017
1789652422.9358034,1370,0,1370,0.017
1789652422.9453156,1380,0,1380,0.017
1789652422.954832,1390,0,1390,0.017
1789652422.963027,1400,0,1400,0.017
1789652422.9726644,1410,0,1410,0.017
1789652422.9804528,1420,0,1420,0.017
1789652422.9908488,1430,0,1430,0.017
1789652422.9966104,1440,0,1440,0.016
1789652423.0040414,1450,0,1450,0.016
1789652423.0099897,1460,0,1460,0.016
1789652423.0155392,1470,0,1470,0.016
1789652423.0229235,1480,0,1480,0.016
1789652423.0300202,1490,0,1490,0.016
1789652423.03678,1500,0,1500,0.016
1789652423.044524,1510,0,1510,0.016
1789652423.0526056,1520,0,1520,0.016
1789652423.0583563,1530,0,1530,0.016
1789652423.065661,1540,0,1540,0.015
1789652423.0757055,1550,0,1550,0.015
1789652423.084117,1560,0,1560,0.015
1789652423.095493,1570,0,1570,0.015
1789652423.104369,1580,0,1580,0.015
1789652423.1135757,1590,0,1590,0.015
1789652423.1212587,1600,0,1600,0.015
1789652423.128744,1610,0,1610,0.015
1789652423.1363406,1620,0,1620,0.015
1789652423.1446605,1630,0,1630,0.015
1789652423.1534052,1640,0,1640,0.015
1789652423.1610682,1650,0,1650,0.014
1789652423.1672063,1660,0,1660,0.014
1789652423.17686,1670,0,1670,0.014
1789652423.1887054,1680,0,1680,0.014
1789652423.2001936,1690,0,1690,0.014
1789652423.2109191,1700,0,1700,0.014
1789652423.2206695,1710,0,1710,0.014
1789652423.2315133,1720,0,1720,0.014
1789652423.2414455,1730,0,1730,0.014
1789652423.2507,1740,0,1740,0.014
1789652423.2647684,1750,0,1750,0.014
1789652423.2809308,1760,0,1760,0.014
1789652423.2906504,1770,0,1770,0.014
1789652423.3037179,1780,0,1780,0.013
1789652423.3151402,1790,0,1790,0.013
1789652423.3280883,1800,0,1800,0.013
1789652423.3399475,1810,0,1810,0.013
1789652423.353596,1820,0,1820,0.013
1789652423.3644218,1830,0,1830,0.013
1789652423.3760595,1840,0,1840,0.013
1789652423.3869977,1850,0,1850,0.013
1789652423.3991542,1860,0,1860,0.013
1789652423.4101756,1870,0,1870,0.013
1789652423.4241,1880,0,1880,0.013
1789652423.437359,1890,0,1890,0.013
1789652423.444285,1900,0,1900,0.013
1789652423.451336,1910,0,1910,0.013
1789652423.4589326,1920,0,1920,0.013
1789652423.4671288,1930,0,1930,0.012
1789652423.478941,1940,0,1940,0.012
1789652423.4851007,1950,0,1950,0.012
1789652423.4951847,1960,0,1960,0.012
1789652423.5058336,1970,0,1970,0.012
1789652423.525337,1980,0,1980,0.012
1789652423.5339365,1990,0,1990,0.012
1789652423.5442843,2000,0,2000,0.013
1789652423.5466714,2010,0,2010,0.023
1789652423.5495963,2020,0,2020,0.033
1789652423.5518136,2030,0,2030,0.042
1789652423.5537753,2040,0,2040,0.051
