timestamp,TP,FP,FN,TN,Precision,Recall,F1,FPR,Avg_Det_Delay,Avg_Block_Delay
1784631733.9447474,0,0,10,0,0.0,0.0,0.0,0.0,0.994,0.0
1784631743.9849348,0,0,20,0,0.0,0.0,0.0,0.0,0.497,0.0
1784631744.113089,0,0,30,0,0.0,0.0,0.0,0.0,0.455,0.0
1784631744.1132405,0,0,40,0,0.0,0.0,0.0,0.0,0.345,0.0
1784631744.1133602,0,0,50,0,0.0,0.0,0.0,0.0,0.276,0.0
1784631744.1134365,0,0,60,0,0.0,0.0,0.0,0.0,0.23,0.0
1784631744.1135185,0,0,70,0,0.0,0.0,0.0,0.0,0.197,0.0
1784631744.1135907,0,0,80,0,0.0,0.0,0.0,0.0,0.173,0.0
1784631744.1136596,0,0,90,0,0.0,0.0,0.0,0.0,0.154,0.0
1784631744.1137292,0,0,100,0,0.0,0.0,0.0,0.0,0.138,0.0
1784631744.1138349,0,0,110,0,0.0,0.0,0.0,0.0,0.126,0.0
1784631744.2315495,0,0,120,0,0.0,0.0,0.0,0.0,0.115,0.0
1784631744.2318797,0,0,130,0,0.0,0.0,0.0,0.0,0.107,0.0
1784631744.2319832,0,0,140,0,0.0,0.0,0.0,0.0,0.099,0.0
1784631744.2320712,0,0,150,0,0.0,0.0,0.0,0.0,0.092,0.0
1784631744.2321575,0,0,160,0,0.0,0.0,0.0,0.0,0.087,0.0
1784631744.2323103,0,0,170,0,0.0,0.0,0.0,0.0,0.082,0.0
1784631744.2324715,0,0,180,0,0.0,0.0,0.0,0.0,0.077,0.0
1784631744.232571,0,0,190,0,0.0,0.0,0.0,0.0,0.073,0.0
1784631744.2327492,0,0,200,0,0.0,0.0,0.0,0.0,0.069,0.0
1784631744.232839,0,0,210,0,0.0,0.0,0.0,0.0,0.066,0.0
1784631744.3453841,0,0,220,0,0.0,0.0,0.0,0.0,0.063,0.0
1784631744.3455513,0,0,230,0,0.0,0.0,0.0,0.0,0.061,0.0
1784631744.3457105,0,0,240,0,0.0,0.0,0.0,0.0,0.058,0.0
1784631744.345894,0,0,250,0,0.0,0.0,0.0,0.0,0.056,0.0
1784631744.3460238,0,0,260,0,0.0,0.0,0.0,0.0,0.054,0.0
1784631744.346175,0,0,270,0,0.0,0.0,0.0,0.0,0.052,0.0
1784631744.4637983,0,0,280,0,0.0,0.0,0.0,0.0,0.05,0.0
1784631744.4639459,0,0,290,0,0.0,0.0,0.0,0.0,0.048,0.0
1784631744.4640343,0,0,300,0,0.0,0.0,0.0,0.0,0.047,0.0
1784631744.4641137,0,0,310,0,0.0,0.0,0.0,0.0,0.045,0.0
1784631744.4641898,0,0,320,0,0.0,0.0,0.0,0.0,0.044,0.0
1784631744.4642649,0,0,330,0,0.0,0.0,0.0,0.0,0.042,0.0
1784631744.4643402,0,0,340,0,0.0,0.0,0.0,0.0,0.041,0.0
1784631744.464506,0,0,350,0,0.0,0.0,0.0,0.0,0.04,0.0
1784631744.4646223,0,0,360,0,0.0,0.0,0.0,0.0,0.039,0.0
1784631744.4647388,0,0,370,0,0.0,0.0,0.0,0.0,0.038,0.0
1784631744.46485,0,0,380,0,0.0,0.0,0.0,0.0,0.037,0.0
