flow_id,timestamp,proto,service,p_hat,pred_label,real_label,action,decision_time,flow_start
10.0.0.2|10.0.0.1|80|57700|tcp,1784632000.8216617,tcp,other,0.000512629204690068,1,1,block,1784632000.8178751,1784632000.8175669
10.0.0.2|10.0.0.1|80|57706|tcp,1784632002.3539298,tcp,other,0.000512629204690068,1,1,block,1784632002.3506787,1784632002.3503475
10.0.0.1|10.0.0.2|0|0|icmp,1784632002.8629081,icmp,other,0.000512629204690068,1,1,block,1784632002.859906,1784632000.6808212
10.0.0.1|10.0.0.2|57700|80|tcp,1784632002.8639562,tcp,http,0.000512629204690068,1,1,block,1784632002.8599677,1784632000.6811652
10.0.0.2|10.0.0.1|0|0|icmp,1784632002.8647058,icmp,other,0.000512629204690068,1,1,block,1784632002.8600228,1784632000.7680228
10.0.0.1|10.0.0.2|57706|80|tcp,1784632002.8662012,tcp,http,0.000512629204690068,1,1,block,1784632002.8600726,1784632002.311115
10.0.0.2|10.0.0.1|80|39906|tcp,1784632004.4027376,tcp,other,0.000512629204690068,1,1,block,1784632004.4000766,1784632004.399889
10.0.0.1|10.0.0.2|0|0|icmp,1784632004.9284468,icmp,other,0.000512629204690068,1,1,block,1784632004.9264736,1784632004.3163123
10.0.0.2|10.0.0.1|0|0|icmp,1784632004.9295926,icmp,other,0.000512629204690068,1,1,block,1784632004.9264026,1784632002.8614914
10.0.0.1|10.0.0.2|39906|80|tcp,1784632004.932271,tcp,http,0.000512629204690068,1,1,block,1784632004.9265382,1784632004.3264005
10.0.0.2|10.0.0.1|80|39914|tcp,1784632008.4349833,tcp,other,0.000512629204690068,0,1,allow,1784632006.3438196,1784632006.3435893
10.0.0.2|10.0.0.1|0|0|icmp,1784632009.0495076,icmp,other,0.000512629204690068,0,1,allow,1784632007.0075812,1784632004.964289
10.0.0.1|10.0.0.2|0|0|icmp,1784632009.0495276,icmp,other,0.000512629204690068,0,1,allow,1784632007.0078166,1784632006.293563
10.0.0.1|10.0.0.2|39914|80|tcp,1784632009.0495305,tcp,http,0.000512629204690068,0,1,allow,1784632007.0079694,1784632006.3020415
10.0.0.2|10.0.0.1|80|39918|tcp,1784632010.373651,tcp,other,0.000512629204690068,0,1,allow,1784632008.3457491,1784632008.3455245
10.0.0.1|10.0.0.2|39918|80|tcp,1784632012.3927314,tcp,http,0.000512629204690068,0,1,allow,1784632010.2955363,1784632008.3015347
10.0.0.2|10.0.0.1|80|39924|tcp,1784632012.3927374,tcp,other,0.000512629204690068,0,1,allow,1784632010.3439417,1784632010.3437755
10.0.0.1|10.0.0.2|0|0|icmp,1784632014.307087,icmp,other,0.000512629204690068,0,1,allow,1784632012.3031285,1784632010.795733
10.0.0.2|10.0.0.1|0|0|icmp,1784632014.3071058,icmp,other,0.000512629204690068,0,1,allow,1784632012.3026805,1784632010.297897
10.0.0.1|10.0.0.2|39924|80|tcp,1784632014.3074431,tcp,http,0.000512629204690068,0,1,allow,1784632012.3029184,1784632010.3033402
10.0.0.2|10.0.0.1|80|39938|tcp,1784632014.4081273,tcp,other,0.000512629204690068,0,1,allow,1784632012.3627608,1784632012.3624969
10.0.0.1|10.0.0.2|39938|80|tcp,1784632016.3241715,tcp,http,0.000512629204690068,0,1,allow,1784632014.3113654,1784632012.3203342
10.0.0.2|10.0.0.1|80|39894|tcp,1784632016.4247022,tcp,other,0.000512629204690068,0,1,allow,1784632014.3796835,1784632014.3794177
10.0.0.1|10.0.0.2|39894|80|tcp,1784632018.3382437,tcp,http,0.000512629204690068,0,1,allow,1784632016.3141816,1784632014.3425484
10.0.0.1|10.0.0.2|39908|80|tcp,1784632018.3382535,tcp,http,0.000512629204690068,0,1,allow,1784632016.314366,1784632016.313849
