flow_id,timestamp,proto,service,p_hat,pred_label,real_label,action,decision_time,flow_start
10.0.0.2|10.0.0.1|80|58044|tcp,1784631427.0174284,tcp,other,0.000512629204690068,1,1,block,1784631427.016912,1784631427.0167315
10.0.0.1|10.0.0.2|0|0|icmp,1784631428.97386,icmp,other,0.000512629204690068,1,1,block,1784631428.9729607,1784631426.9663804
10.0.0.1|10.0.0.2|58044|80|tcp,1784631428.9763718,tcp,http,0.000512629204690068,1,1,block,1784631428.9730308,1784631426.9799502
10.0.0.2|10.0.0.1|0|0|icmp,1784631428.9765043,icmp,other,0.000512629204690068,1,1,block,1784631428.9730942,1784631426.9861057
10.0.0.2|10.0.0.1|80|58058|tcp,1784631429.0238366,tcp,other,0.000512629204690068,1,1,block,1784631429.0233216,1784631429.0231721
10.0.0.1|10.0.0.2|58058|80|tcp,1784631430.996662,tcp,http,0.000512629204690068,1,1,block,1784631430.992769,1784631428.9753933
10.0.0.2|10.0.0.1|0|0|icmp,1784631430.9967709,icmp,other,0.000512629204690068,1,1,block,1784631430.9928772,1784631428.9796867
10.0.0.1|10.0.0.2|0|0|icmp,1784631430.996868,icmp,other,0.000512629204690068,1,1,block,1784631430.9930089,1784631429.5078907
10.0.0.1|10.0.0.2|58064|80|tcp,1784631430.9978263,tcp,http,0.000512629204690068,1,1,block,1784631430.993118,1784631430.9925337
10.0.0.2|10.0.0.1|80|58064|tcp,1784631431.0903766,tcp,other,0.000512629204690068,1,1,block,1784631431.0869048,1784631431.086398
10.0.0.2|10.0.0.1|0|0|icmp,1784631433.0087006,icmp,other,0.000512629204690068,1,1,block,1784631433.0079749,1784631430.995233
10.0.0.1|10.0.0.2|0|0|icmp,1784631433.008778,icmp,other,0.000512629204690068,1,1,block,1784631433.0080364,1784631431.4718356
10.0.0.2|10.0.0.1|80|59942|tcp,1784631433.3164368,tcp,other,0.000512629204690068,1,1,block,1784631433.3154573,1784631433.3153143
10.0.0.2|10.0.0.1|80|59952|tcp,1784631437.0341027,tcp,other,0.000512629204690068,0,1,allow,1784631435.005778,1784631435.0030968
10.0.0.1|10.0.0.2|0|0|icmp,1784631437.5461223,icmp,other,0.000512629204690068,0,1,allow,1784631435.4521873,1784631433.3136067
10.0.0.1|10.0.0.2|59942|80|tcp,1784631437.5461328,tcp,http,0.000512629204690068,0,1,allow,1784631435.4522645,1784631433.3139005
10.0.0.2|10.0.0.1|0|0|icmp,1784631437.5461388,icmp,other,0.000512629204690068,0,1,allow,1784631435.4523287,1784631433.3151276
10.0.0.1|10.0.0.2|59952|80|tcp,1784631437.5461445,tcp,http,0.000512629204690068,0,1,allow,1784631435.4524326,1784631434.9994519
10.0.0.2|10.0.0.1|80|59956|tcp,1784631439.0842345,tcp,other,0.000512629204690068,0,1,allow,1784631437.0202596,1784631437.0199196
10.0.0.1|10.0.0.2|59956|80|tcp,1784631440.998351,tcp,http,0.000512629204690068,0,1,allow,1784631438.9484773,1784631436.9805171
10.0.0.2|10.0.0.1|80|59966|tcp,1784631441.098683,tcp,other,0.000512629204690068,0,1,allow,1784631439.0008981,1784631439.0007195
10.0.0.1|10.0.0.2|59966|80|tcp,1784631443.0091655,tcp,http,0.000512629204690068,0,1,allow,1784631440.954543,1784631438.957862
10.0.0.2|10.0.0.1|80|59980|tcp,1784631443.009176,tcp,other,0.000512629204690068,0,1,allow,1784631441.007444,1784631441.0070815
10.0.0.1|10.0.0.2|59980|80|tcp,1784631445.0224786,tcp,http,0.000512629204690068,0,1,allow,1784631442.96317,1784631440.9650967
10.0.0.1|10.0.0.2|33764|80|tcp,1784631445.0224857,tcp,http,0.000512629204690068,0,1,allow,1784631442.963322,1784631442.9628093
10.0.0.2|10.0.0.1|80|33764|tcp,1784631445.022489,tcp,other,0.000512629204690068,0,1,allow,1784631443.012509,1784631443.0120602
10.0.0.2|10.0.0.1|80|33774|tcp,1784631447.0354042,tcp,other,0.000512629204690068,0,1,allow,1784631445.002004,1784631445.0017214
10.0.0.1|10.0.0.2|33774|80|tcp,1784631447.0354135,tcp,http,0.000512629204690068,0,1,allow,1784631445.002443,1784631444.9601803
10.0.0.2|10.0.0.1|0|0|icmp,1784631449.0483177,icmp,other,0.000512629204690068,0,1,allow,1784631447.0130455,1784631445.4590151
10.0.0.1|10.0.0.2|0|0|icmp,1784631449.048443,icmp,other,0.000512629204690068,0,1,allow,1784631447.0128913,1784631445.457162
10.0.0.2|10.0.0.1|80|33788|tcp,1784631449.048448,tcp,other,0.000512629204690068,0,1,allow,1784631447.0127409,1784631447.012485
10.0.0.1|10.0.0.2|33788|80|tcp,1784631449.0484514,tcp,http,0.000512629204690068,0,1,allow,1784631447.0131829,1784631446.9725232
10.0.0.2|10.0.0.1|80|33798|tcp,1784631451.0658016,tcp,other,0.000512629204690068,0,1,allow,1784631449.01107,1784631449.010829
10.0.0.1|10.0.0.2|0|0|icmp,1784631451.467629,icmp,other,0.000512629204690068,0,1,allow,1784631449.462132,1784631447.460816
10.0.0.2|10.0.0.1|0|0|icmp,1784631451.46764,icmp,other,0.000512629204690068,0,1,allow,1784631449.4622192,1784631447.4614236
10.0.0.1|10.0.0.2|33798|80|tcp,1784631451.4676442,tcp,http,0.000512629204690068,0,1,allow,1784631449.4622905,1784631448.9682393
10.0.0.2|10.0.0.1|80|33802|tcp,1784631453.0791776,tcp,other,0.000512629204690068,0,1,allow,1784631451.0322733,1784631451.0319734
10.0.0.2|10.0.0.1|0|0|icmp,1784631453.4831693,icmp,other,0.000512629204690068,0,1,allow,1784631451.4724052,1784631449.4631672
10.0.0.1|10.0.0.2|0|0|icmp,1784631453.4831796,icmp,other,0.000512629204690068,0,1,allow,1784631451.4725602,1784631450.9715624
10.0.0.1|10.0.0.2|33802|80|tcp,1784631453.4833775,tcp,http,0.000512629204690068,0,1,allow,1784631451.4727058,1784631450.9918368
10.0.0.2|10.0.0.1|80|45770|tcp,1784631455.0938885,tcp,other,0.000512629204690068,0,1,allow,1784631453.0214014,1784631453.021135
10.0.0.1|10.0.0.2|45770|80|tcp,1784631457.0190985,tcp,http,0.000512629204690068,0,1,allow,1784631454.971513,1784631452.9810188
10.0.0.2|10.0.0.1|80|45780|tcp,1784631457.1207697,tcp,other,0.000512629204690068,0,1,allow,1784631455.0214171,1784631455.0211148
10.0.0.2|10.0.0.1|0|0|icmp,1784631457.8608553,icmp,other,0.000512629204690068,1,1,block,1784631456.9896157,1784631454.9723704
10.0.0.1|10.0.0.2|0|0|icmp,1784631457.8609464,icmp,other,0.000512629204690068,1,1,block,1784631456.989886,1784631455.4734533
10.0.0.1|10.0.0.2|45780|80|tcp,1784631457.8613112,tcp,http,0.000512629204690068,1,1,block,1784631456.9897344,1784631454.9778056
10.0.0.1|10.0.0.2|2972|80|tcp,1784631457.861523,tcp,http,0.000512629204690068,1,1,block,1784631456.9900193,1784631456.9893796
